File,Group
gd/T4KanD32pop1.gd,E
gd/T4KanD32pop2.gd,E
gd/T4KanD32pop3.gd,E
gd/T4KanD32pop4.gd,E
gd/T4SDMMPopulation1.gd,C
gd/T4SDMMPopulation2.gd,C
gd/T4SDMMPopulation3.gd,C
gd/T4SDMMPopulation4.gd,C
