File,Group
gd/T4CiproPopulation1.gd,E
gd/T4CiproPopulation2.gd,E
gd/T4CiproPopulation3.gd,E
gd/T4CiproPopulation4.gd,E
gd/T4SDMMPopulation1.gd,C
gd/T4SDMMPopulation2.gd,C
gd/T4SDMMPopulation3.gd,C
gd/T4SDMMPopulation4.gd,C
